precision,recall,f1-score,kappa,last_precision,last_recall,last_f1-score,last_kappa,precision_pred_0_with_drift,precision_pred_0_without_drift,precision_pred_1_with_drift,precision_pred_1_without_drift,precision_pred_2_with_drift,precision_pred_2_without_drift,recall_pred_0_with_drift,recall_pred_0_without_drift,recall_pred_1_with_drift,recall_pred_1_without_drift,recall_pred_2_with_drift,recall_pred_2_without_drift,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,f1-score_pred_1_with_drift,f1-score_pred_1_without_drift,f1-score_pred_2_with_drift,f1-score_pred_2_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift,kappa_pred_1_with_drift,kappa_pred_1_without_drift,kappa_pred_2_with_drift,kappa_pred_2_without_drift
0.59,0.59,0.59,0.215761285386381,0.57,0.57,0.57,0.070069204152249,0.5987895825593234,0.7005233850438213,0.5987895825593234,0.7005233850438213,0.5987895825593234,0.7005233850438213,0.5987895825593234,0.7005233850438213,0.5987895825593234,0.7005233850438213,0.5987895825593234,0.7005233850438213,0.5987895825593234,0.7005233850438213,0.5987895825593234,0.7005233850438213,0.5987895825593234,0.7005233850438213,0.26844285735874585,0.35781359342093455,0.26844285735874585,0.35781359342093455,0.26844285735874585,0.35781359342093455
0.67,0.67,0.67,0.2718446601941746,0.5,0.5,0.5,0.0192232247940369,0.5230328923460066,0.7558889728033827,0.5230328923460066,0.7558889728033827,0.5230328923460066,0.7558889728033827,0.5230328923460066,0.7558889728033827,0.5230328923460066,0.7558889728033827,0.5230328923460066,0.7558889728033827,0.5230328923460066,0.7558889728033827,0.5230328923460066,0.7558889728033827,0.5230328923460066,0.7558889728033827,0.184572235400253,0.3877357788355571,0.184572235400253,0.3877357788355571,0.184572235400253,0.3877357788355571
0.69,0.69,0.69,0.2583732057416267,0.46,0.46,0.46,0.1469194312796208,0.6322914957701209,0.7562862157215716,0.6322914957701209,0.7562862157215716,0.6322914957701209,0.7562862157215716,0.6322914957701209,0.7562862157215716,0.6322914957701209,0.7562862157215716,0.6322914957701209,0.7562862157215716,0.6322914957701209,0.7562862157215716,0.6322914957701209,0.7562862157215716,0.6322914957701209,0.7562862157215716,0.20190428996791665,0.4084612134254724,0.20190428996791665,0.4084612134254724,0.20190428996791665,0.4084612134254724
0.66,0.66,0.66,0.0700218818380744,0.61,0.61,0.61,0.3010752688172042,0.6686815012572218,0.6826452507545056,0.6686815012572218,0.6826452507545056,0.6686815012572218,0.6826452507545056,0.6686815012572218,0.6826452507545056,0.6686815012572218,0.6826452507545056,0.6686815012572218,0.6826452507545056,0.6686815012572218,0.6826452507545056,0.6686815012572218,0.6826452507545056,0.6686815012572218,0.6826452507545056,0.03571376262252577,0.15511605845499624,0.03571376262252577,0.15511605845499624,0.03571376262252577,0.15511605845499624
0.55,0.55,0.55,0.0,0.69,0.69,0.69,0.4056748466257668,0.49030422828410825,0.6010075712782016,0.49030422828410825,0.6010075712782016,0.49030422828410825,0.6010075712782016,0.49030422828410825,0.6010075712782016,0.49030422828410825,0.6010075712782016,0.49030422828410825,0.6010075712782016,0.49030422828410825,0.6010075712782016,0.49030422828410825,0.6010075712782016,0.49030422828410825,0.6010075712782016,0.00786797389214143,0.0788392132389814,0.00786797389214143,0.0788392132389814,0.00786797389214143,0.0788392132389814
0.38,0.38,0.38,0.0,0.73,0.73,0.73,0.423076923076923,0.45354279935921704,0.6447926800120747,0.45354279935921704,0.6447926800120747,0.45354279935921704,0.6447926800120747,0.45354279935921704,0.6447926800120747,0.45354279935921704,0.6447926800120747,0.45354279935921704,0.6447926800120747,0.45354279935921704,0.6447926800120747,0.45354279935921704,0.6447926800120747,0.45354279935921704,0.6447926800120747,0.00786797389214143,0.056610530948220654,0.00786797389214143,0.056610530948220654,0.00786797389214143,0.056610530948220654
0.28,0.28,0.28,0.0,0.69,0.69,0.69,0.1960580912863071,0.38014992861767,0.5080375783702975,0.38014992861767,0.5080375783702975,0.38014992861767,0.5080375783702975,0.38014992861767,0.5080375783702975,0.38014992861767,0.5080375783702975,0.38014992861767,0.5080375783702975,0.38014992861767,0.5080375783702975,0.38014992861767,0.5080375783702975,0.38014992861767,0.5080375783702975,-0.0017952996811502328,0.08140631333375326,-0.0017952996811502328,0.08140631333375326,-0.0017952996811502328,0.08140631333375326
0.27,0.27,0.27,0.0,0.63,0.63,0.63,0.1921397379912663,0.38014992861767,0.5253083994548011,0.38014992861767,0.5253083994548011,0.38014992861767,0.5253083994548011,0.38014992861767,0.5253083994548011,0.38014992861767,0.5253083994548011,0.38014992861767,0.5253083994548011,0.38014992861767,0.5253083994548011,0.38014992861767,0.5253083994548011,0.38014992861767,0.5253083994548011,-0.0017952996811502328,0.09972279021545093,-0.0017952996811502328,0.09972279021545093,-0.0017952996811502328,0.09972279021545093
0.26,0.26,0.26,0.0,0.59,0.59,0.59,0.1163793103448277,0.38014992861767,0.552845947497656,0.38014992861767,0.552845947497656,0.38014992861767,0.552845947497656,0.38014992861767,0.552845947497656,0.38014992861767,0.552845947497656,0.38014992861767,0.552845947497656,0.38014992861767,0.552845947497656,0.38014992861767,0.552845947497656,0.38014992861767,0.552845947497656,-0.0017952996811502328,0.09234943006379985,-0.0017952996811502328,0.09234943006379985,-0.0017952996811502328,0.09234943006379985
0.26,0.26,0.26,0.0,0.61,0.61,0.61,0.0570599613152804,0.3849045959497593,0.5293685755039502,0.3849045959497593,0.5293685755039502,0.3849045959497593,0.5293685755039502,0.3849045959497593,0.5293685755039502,0.3849045959497593,0.5293685755039502,0.3849045959497593,0.5293685755039502,0.3849045959497593,0.5293685755039502,0.3849045959497593,0.5293685755039502,0.3849045959497593,0.5293685755039502,0.001323291714044815,0.039048374998826574,0.001323291714044815,0.039048374998826574,0.001323291714044815,0.039048374998826574
0.3,0.3,0.3,0.0,0.58,0.58,0.58,0.0,0.476373150660306,0.6062159981818364,0.476373150660306,0.6062159981818364,0.476373150660306,0.6062159981818364,0.476373150660306,0.6062159981818364,0.476373150660306,0.6062159981818364,0.476373150660306,0.6062159981818364,0.476373150660306,0.6062159981818364,0.476373150660306,0.6062159981818364,0.476373150660306,0.6062159981818364,0.001323291714044815,0.02416022686931548,0.001323291714044815,0.02416022686931548,0.001323291714044815,0.02416022686931548
0.51,0.51,0.51,0.0,0.56,0.56,0.56,0.0,0.476373150660306,0.6317321928863747,0.476373150660306,0.6317321928863747,0.476373150660306,0.6317321928863747,0.476373150660306,0.6317321928863747,0.476373150660306,0.6317321928863747,0.476373150660306,0.6317321928863747,0.476373150660306,0.6317321928863747,0.476373150660306,0.6317321928863747,0.476373150660306,0.6317321928863747,0.001323291714044815,0.16548233383251199,0.001323291714044815,0.16548233383251199,0.001323291714044815,0.16548233383251199
0.65,0.65,0.65,0.0,0.38,0.38,0.38,0.0,0.5768144639372714,0.6170108374468497,0.5768144639372714,0.6170108374468497,0.5768144639372714,0.6170108374468497,0.5768144639372714,0.6170108374468497,0.5768144639372714,0.6170108374468497,0.5768144639372714,0.6170108374468497,0.5768144639372714,0.6170108374468497,0.5768144639372714,0.6170108374468497,0.5768144639372714,0.6170108374468497,0.010986565287336474,0.06076389011851804,0.010986565287336474,0.06076389011851804,0.010986565287336474,0.06076389011851804
0.79,0.79,0.79,0.1279069767441859,0.3,0.3,0.3,0.008217625389629,0.6503780373687097,0.6754231451377608,0.6503780373687097,0.6754231451377608,0.6503780373687097,0.6754231451377608,0.6503780373687097,0.6754231451377608,0.6503780373687097,0.6754231451377608,0.6503780373687097,0.6754231451377608,0.6503780373687097,0.6754231451377608,0.6503780373687097,0.6754231451377608,0.6503780373687097,0.6754231451377608,0.18786559842762807,0.11510995169249016,0.18786559842762807,0.11510995169249016,0.18786559842762807,0.11510995169249016
0.77,0.77,0.77,0.1153846153846154,0.5,0.5,0.5,0.0825688073394494,0.6127134642485127,0.7560067722889051,0.6127134642485127,0.7560067722889051,0.6127134642485127,0.7560067722889051,0.6127134642485127,0.7560067722889051,0.6127134642485127,0.7560067722889051,0.6127134642485127,0.7560067722889051,0.6127134642485127,0.7560067722889051,0.6127134642485127,0.7560067722889051,0.6127134642485127,0.7560067722889051,0.10383744650785683,0.1631592513652242,0.10383744650785683,0.1631592513652242,0.10383744650785683,0.1631592513652242
0.79,0.79,0.79,0.1279069767441859,0.52,0.52,0.52,0.1279069767441861,0.6091496835259971,0.7561550870395749,0.6091496835259971,0.7561550870395749,0.6091496835259971,0.7561550870395749,0.6091496835259971,0.7561550870395749,0.6091496835259971,0.7561550870395749,0.6091496835259971,0.7561550870395749,0.6091496835259971,0.7561550870395749,0.6091496835259971,0.7561550870395749,0.6091496835259971,0.7561550870395749,0.09743333338400773,0.2066626262485628,0.09743333338400773,0.2066626262485628,0.09743333338400773,0.2066626262485628
0.84,0.84,0.84,0.0939977349943372,0.63,0.63,0.63,0.2080479452054794,0.6601295232761514,0.7793335487901473,0.6601295232761514,0.7793335487901473,0.6601295232761514,0.7793335487901473,0.6601295232761514,0.7793335487901473,0.6601295232761514,0.7793335487901473,0.6601295232761514,0.7793335487901473,0.6601295232761514,0.7793335487901473,0.6601295232761514,0.7793335487901473,0.6601295232761514,0.7793335487901473,0.049023117327685634,0.1199402529029123,0.049023117327685634,0.1199402529029123,0.049023117327685634,0.1199402529029123
0.75,0.75,0.75,0.0558912386706947,0.59,0.59,0.59,0.215761285386381,0.5409769451797626,0.6069206388239732,0.5409769451797626,0.6069206388239732,0.5409769451797626,0.6069206388239732,0.5409769451797626,0.6069206388239732,0.5409769451797626,0.6069206388239732,0.5409769451797626,0.6069206388239732,0.5409769451797626,0.6069206388239732,0.5409769451797626,0.6069206388239732,0.5409769451797626,0.6069206388239732,0.052731523285047606,0.09447897246799297,0.052731523285047606,0.09447897246799297,0.052731523285047606,0.09447897246799297
0.64,0.64,0.64,0.0338164251207731,0.67,0.67,0.67,0.2718446601941746,0.43044404702797306,0.5558887661053055,0.43044404702797306,0.5558887661053055,0.43044404702797306,0.5558887661053055,0.43044404702797306,0.5558887661053055,0.43044404702797306,0.5558887661053055,0.43044404702797306,0.5558887661053055,0.43044404702797306,0.5558887661053055,0.43044404702797306,0.5558887661053055,0.43044404702797306,0.5558887661053055,0.027415672261746966,0.054469445695151844,0.027415672261746966,0.054469445695151844,0.027415672261746966,0.054469445695151844
0.38,0.38,0.38,0.0117947083200509,0.69,0.69,0.69,0.2583732057416267,0.47956039865922007,0.5196947866710554,0.47956039865922007,0.5196947866710554,0.47956039865922007,0.5196947866710554,0.47956039865922007,0.5196947866710554,0.47956039865922007,0.5196947866710554,0.47956039865922007,0.5196947866710554,0.47956039865922007,0.5196947866710554,0.47956039865922007,0.5196947866710554,0.47956039865922007,0.5196947866710554,0.020956228883442313,0.024977660557099265,0.020956228883442313,0.024977660557099265,0.020956228883442313,0.024977660557099265
0.34,0.34,0.34,0.0,0.66,0.66,0.66,0.0700218818380744,0.49030422828410825,0.47447102806508196,0.49030422828410825,0.47447102806508196,0.49030422828410825,0.47447102806508196,0.49030422828410825,0.47447102806508196,0.49030422828410825,0.47447102806508196,0.49030422828410825,0.47447102806508196,0.49030422828410825,0.47447102806508196,0.49030422828410825,0.47447102806508196,0.49030422828410825,0.47447102806508196,0.010986565287336474,0.008661411976751502,0.010986565287336474,0.008661411976751502,0.010986565287336474,0.008661411976751502
0.55,0.55,0.55,0.0,0.55,0.55,0.55,0.0,0.49030422828410825,0.5397353552518176,0.49030422828410825,0.5397353552518176,0.49030422828410825,0.5397353552518176,0.49030422828410825,0.5397353552518176,0.49030422828410825,0.5397353552518176,0.49030422828410825,0.5397353552518176,0.49030422828410825,0.5397353552518176,0.49030422828410825,0.5397353552518176,0.49030422828410825,0.5397353552518176,0.010986565287336474,0.030645835194947183,0.010986565287336474,0.030645835194947183,0.010986565287336474,0.030645835194947183
0.57,0.57,0.57,0.0,0.38,0.38,0.38,0.0,0.5902969201602254,0.5739091519121321,0.5902969201602254,0.5739091519121321,0.5902969201602254,0.5739091519121321,0.5902969201602254,0.5739091519121321,0.5902969201602254,0.5739091519121321,0.5902969201602254,0.5739091519121321,0.5902969201602254,0.5739091519121321,0.5902969201602254,0.5739091519121321,0.5902969201602254,0.5739091519121321,0.010986565287336474,0.01228356969744493,0.010986565287336474,0.01228356969744493,0.010986565287336474,0.01228356969744493
0.64,0.64,0.64,0.0,0.28,0.28,0.28,0.0,0.49030422828410825,0.5204368540338822,0.49030422828410825,0.5204368540338822,0.49030422828410825,0.5204368540338822,0.49030422828410825,0.5204368540338822,0.49030422828410825,0.5204368540338822,0.49030422828410825,0.5204368540338822,0.49030422828410825,0.5204368540338822,0.49030422828410825,0.5204368540338822,0.49030422828410825,0.5204368540338822,0.010986565287336474,0.05066863567837016,0.010986565287336474,0.05066863567837016,0.010986565287336474,0.05066863567837016
0.57,0.57,0.57,0.070069204152249,0.27,0.27,0.27,0.0,0.6475428569330655,0.5313051217144338,0.6475428569330655,0.5313051217144338,0.6475428569330655,0.5313051217144338,0.6475428569330655,0.5313051217144338,0.6475428569330655,0.5313051217144338,0.6475428569330655,0.5313051217144338,0.6475428569330655,0.5313051217144338,0.6475428569330655,0.5313051217144338,0.6475428569330655,0.5313051217144338,0.1937683414426437,0.08488445691828209,0.1937683414426437,0.08488445691828209,0.1937683414426437,0.08488445691828209
0.66,0.66,0.66,0.1000529380624669,0.26,0.26,0.26,0.0,0.6068271135194447,0.5481121913517648,0.6068271135194447,0.5481121913517648,0.6068271135194447,0.5481121913517648,0.6068271135194447,0.5481121913517648,0.6068271135194447,0.5481121913517648,0.6068271135194447,0.5481121913517648,0.6068271135194447,0.5481121913517648,0.6068271135194447,0.5481121913517648,0.6068271135194447,0.5481121913517648,0.2107442949507639,0.15834755895216315,0.2107442949507639,0.15834755895216315,0.2107442949507639,0.15834755895216315
0.74,0.74,0.74,0.1407799074686053,0.26,0.26,0.26,0.0,0.6360137515738752,0.5918599816109552,0.6360137515738752,0.5918599816109552,0.6360137515738752,0.5918599816109552,0.6360137515738752,0.5918599816109552,0.6360137515738752,0.5918599816109552,0.6360137515738752,0.5918599816109552,0.6360137515738752,0.5918599816109552,0.6360137515738752,0.5918599816109552,0.6360137515738752,0.5918599816109552,0.19518722328567303,0.1546644241145017,0.19518722328567303,0.1546644241145017,0.19518722328567303,0.1546644241145017
0.79,0.79,0.79,0.1279069767441859,0.3,0.3,0.3,0.0,0.5928075874566078,0.5416806061139617,0.5928075874566078,0.5416806061139617,0.5928075874566078,0.5416806061139617,0.5928075874566078,0.5416806061139617,0.5928075874566078,0.5416806061139617,0.5928075874566078,0.5416806061139617,0.5928075874566078,0.5416806061139617,0.5928075874566078,0.5416806061139617,0.5928075874566078,0.5416806061139617,0.1115805654106095,0.18487328949242582,0.1115805654106095,0.18487328949242582,0.1115805654106095,0.18487328949242582
0.68,0.68,0.68,0.0,0.51,0.51,0.51,0.0,0.3849045959497593,0.5245861808828568,0.3849045959497593,0.5245861808828568,0.3849045959497593,0.5245861808828568,0.3849045959497593,0.5245861808828568,0.3849045959497593,0.5245861808828568,0.3849045959497593,0.5245861808828568,0.3849045959497593,0.5245861808828568,0.3849045959497593,0.5245861808828568,0.3849045959497593,0.5245861808828568,0.010986565287336474,0.13418341132447126,0.010986565287336474,0.13418341132447126,0.010986565287336474,0.13418341132447126
0.52,0.52,0.52,0.0,0.65,0.65,0.65,0.0,0.3849045959497593,0.48974302015589544,0.3849045959497593,0.48974302015589544,0.3849045959497593,0.48974302015589544,0.3849045959497593,0.48974302015589544,0.3849045959497593,0.48974302015589544,0.3849045959497593,0.48974302015589544,0.3849045959497593,0.48974302015589544,0.3849045959497593,0.48974302015589544,0.3849045959497593,0.48974302015589544,0.010986565287336474,0.12660047138081829,0.010986565287336474,0.12660047138081829,0.010986565287336474,0.12660047138081829
0.44,0.44,0.44,0.0151248680970805,0.79,0.79,0.79,0.1279069767441859,0.5939865364881789,0.5078417079721984,0.5939865364881789,0.5078417079721984,0.5939865364881789,0.5078417079721984,0.5939865364881789,0.5078417079721984,0.5939865364881789,0.5078417079721984,0.5939865364881789,0.5078417079721984,0.5939865364881789,0.5078417079721984,0.5939865364881789,0.5078417079721984,0.5939865364881789,0.5078417079721984,0.09501118647615243,0.08214199504967631,0.09501118647615243,0.08214199504967631,0.09501118647615243,0.08214199504967631
0.47,0.47,0.47,0.0170623145400593,0.77,0.77,0.77,0.1153846153846154,0.6158480859118981,0.5330372282778472,0.6158480859118981,0.5330372282778472,0.6158480859118981,0.5330372282778472,0.6158480859118981,0.5330372282778472,0.6158480859118981,0.5330372282778472,0.6158480859118981,0.5330372282778472,0.6158480859118981,0.5330372282778472,0.6158480859118981,0.5330372282778472,0.6158480859118981,0.5330372282778472,0.13343700065905598,0.13507532382182022,0.13343700065905598,0.13507532382182022,0.13343700065905598,0.13507532382182022
0.65,0.65,0.65,0.0352811466372657,0.79,0.79,0.79,0.1279069767441859,0.6158480859118981,0.5524488974387739,0.6158480859118981,0.5524488974387739,0.6158480859118981,0.5524488974387739,0.6158480859118981,0.5524488974387739,0.6158480859118981,0.5524488974387739,0.6158480859118981,0.5524488974387739,0.6158480859118981,0.5524488974387739,0.6158480859118981,0.5524488974387739,0.6158480859118981,0.5524488974387739,0.13739167438681926,0.1304917110078982,0.13739167438681926,0.1304917110078982,0.13739167438681926,0.1304917110078982
0.69,0.69,0.69,0.042027194066749,0.84,0.84,0.84,0.0939977349943372,0.633178571138231,0.5944674573905913,0.633178571138231,0.5944674573905913,0.633178571138231,0.5944674573905913,0.633178571138231,0.5944674573905913,0.633178571138231,0.5944674573905913,0.633178571138231,0.5944674573905913,0.633178571138231,0.5944674573905913,0.633178571138231,0.5944674573905913,0.633178571138231,0.5944674573905913,0.12974668572342862,0.13540856474294438,0.12974668572342862,0.13540856474294438,0.12974668572342862,0.13540856474294438
0.65,0.65,0.65,0.0352811466372657,0.75,0.75,0.75,0.0558912386706947,0.6365620972178015,0.5624400258637055,0.6365620972178015,0.5624400258637055,0.6365620972178015,0.5624400258637055,0.6365620972178015,0.5624400258637055,0.6365620972178015,0.5624400258637055,0.6365620972178015,0.5624400258637055,0.6365620972178015,0.5624400258637055,0.6365620972178015,0.5624400258637055,0.6365620972178015,0.5624400258637055,0.04888620410310748,0.08995126888897995,0.04888620410310748,0.08995126888897995,0.04888620410310748,0.08995126888897995
0.66,0.66,0.66,0.1747572815533981,0.64,0.64,0.64,0.0338164251207731,0.6724065815232902,0.8423080553366986,0.6724065815232902,0.8423080553366986,0.6724065815232902,0.8423080553366986,0.6724065815232902,0.8423080553366986,0.6724065815232902,0.8423080553366986,0.6724065815232902,0.8423080553366986,0.6724065815232902,0.8423080553366986,0.6724065815232902,0.8423080553366986,0.6724065815232902,0.8423080553366986,0.3547415891648502,0.4934376551604394,0.3547415891648502,0.4934376551604394,0.3547415891648502,0.4934376551604394
0.73,0.73,0.73,0.2549668874172186,0.38,0.38,0.38,0.0117947083200509,0.6979759829984263,0.8321918310527182,0.6979759829984263,0.8321918310527182,0.6979759829984263,0.8321918310527182,0.6979759829984263,0.8321918310527182,0.6979759829984263,0.8321918310527182,0.6979759829984263,0.8321918310527182,0.6979759829984263,0.8321918310527182,0.6979759829984263,0.8321918310527182,0.6979759829984263,0.8321918310527182,0.43162748315511223,0.5511787756071477,0.43162748315511223,0.5511787756071477,0.43162748315511223,0.5511787756071477
0.81,0.81,0.81,0.3214285714285714,0.34,0.34,0.34,0.0,0.7079813795940479,0.7589683776697043,0.7079813795940479,0.7589683776697043,0.7079813795940479,0.7589683776697043,0.7079813795940479,0.7589683776697043,0.7079813795940479,0.7589683776697043,0.7079813795940479,0.7589683776697043,0.7079813795940479,0.7589683776697043,0.7079813795940479,0.7589683776697043,0.7079813795940479,0.7589683776697043,0.3663585514672721,0.42976417525512267,0.3663585514672721,0.42976417525512267,0.3663585514672721,0.42976417525512267
0.8,0.8,0.8,0.3381866313699536,0.55,0.55,0.55,0.0,0.6454615656635069,0.8277007726411799,0.6454615656635069,0.8277007726411799,0.6454615656635069,0.8277007726411799,0.6454615656635069,0.8277007726411799,0.6454615656635069,0.8277007726411799,0.6454615656635069,0.8277007726411799,0.6454615656635069,0.8277007726411799,0.6454615656635069,0.8277007726411799,0.6454615656635069,0.8277007726411799,0.37452751532741974,0.5102259413729717,0.37452751532741974,0.5102259413729717,0.37452751532741974,0.5102259413729717
0.85,0.85,0.85,0.4509516837481698,0.57,0.57,0.57,0.0,0.5193354936475058,0.618484671866157,0.5193354936475058,0.618484671866157,0.5193354936475058,0.618484671866157,0.5193354936475058,0.618484671866157,0.5193354936475058,0.618484671866157,0.5193354936475058,0.618484671866157,0.5193354936475058,0.618484671866157,0.5193354936475058,0.618484671866157,0.5193354936475058,0.618484671866157,0.28053793476071115,0.26474594621672976,0.28053793476071115,0.26474594621672976,0.28053793476071115,0.26474594621672976
0.84,0.84,0.84,0.5356935577481138,0.64,0.64,0.64,0.0,0.5768270950192416,0.7885950191468041,0.5768270950192416,0.7885950191468041,0.5768270950192416,0.7885950191468041,0.5768270950192416,0.7885950191468041,0.5768270950192416,0.7885950191468041,0.5768270950192416,0.7885950191468041,0.5768270950192416,0.7885950191468041,0.5768270950192416,0.7885950191468041,0.5768270950192416,0.7885950191468041,0.40683839326989096,0.5716910161461951,0.40683839326989096,0.5716910161461951,0.40683839326989096,0.5716910161461951
0.86,0.86,0.86,0.5755003032140691,0.57,0.57,0.57,0.070069204152249,0.5801408940151395,0.718148834206297,0.5801408940151395,0.718148834206297,0.5801408940151395,0.718148834206297,0.5801408940151395,0.718148834206297,0.5801408940151395,0.718148834206297,0.5801408940151395,0.718148834206297,0.5801408940151395,0.718148834206297,0.5801408940151395,0.718148834206297,0.5801408940151395,0.718148834206297,0.3477382565996283,0.5592768527883976,0.3477382565996283,0.5592768527883976,0.3477382565996283,0.5592768527883976
0.89,0.89,0.89,0.6268656716417911,0.66,0.66,0.66,0.1000529380624669,0.7469434522968589,0.7393274230211834,0.7469434522968589,0.7393274230211834,0.7469434522968589,0.7393274230211834,0.7469434522968589,0.7393274230211834,0.7469434522968589,0.7393274230211834,0.7469434522968589,0.7393274230211834,0.7469434522968589,0.7393274230211834,0.7469434522968589,0.7393274230211834,0.7469434522968589,0.7393274230211834,0.6319512063261712,0.4150842790646433,0.6319512063261712,0.4150842790646433,0.6319512063261712,0.4150842790646433
0.84,0.84,0.84,0.5356935577481138,0.74,0.74,0.74,0.1407799074686053,0.6632138181355571,0.8231957991580353,0.6632138181355571,0.8231957991580353,0.6632138181355571,0.8231957991580353,0.6632138181355571,0.8231957991580353,0.6632138181355571,0.8231957991580353,0.6632138181355571,0.8231957991580353,0.6632138181355571,0.8231957991580353,0.6632138181355571,0.8231957991580353,0.6632138181355571,0.8231957991580353,0.45600790122157686,0.5312910694896676,0.45600790122157686,0.5312910694896676,0.45600790122157686,0.5312910694896676
0.87,0.87,0.87,0.5967741935483871,0.79,0.79,0.79,0.1279069767441859,0.7470581730165857,0.8722700603497863,0.7470581730165857,0.8722700603497863,0.7470581730165857,0.8722700603497863,0.7470581730165857,0.8722700603497863,0.7470581730165857,0.8722700603497863,0.7470581730165857,0.8722700603497863,0.7470581730165857,0.8722700603497863,0.7470581730165857,0.8722700603497863,0.7470581730165857,0.8722700603497863,0.6400063566531798,0.5969376068083466,0.6400063566531798,0.5969376068083466,0.6400063566531798,0.5969376068083466
0.87,0.87,0.87,0.5192307692307692,0.68,0.68,0.68,0.0,0.6783218260057037,0.8209927440055875,0.6783218260057037,0.8209927440055875,0.6783218260057037,0.8209927440055875,0.6783218260057037,0.8209927440055875,0.6783218260057037,0.8209927440055875,0.6783218260057037,0.8209927440055875,0.6783218260057037,0.8209927440055875,0.6783218260057037,0.8209927440055875,0.6783218260057037,0.8209927440055875,0.35022841988919706,0.521594877518024,0.35022841988919706,0.521594877518024,0.35022841988919706,0.521594877518024
0.84,0.84,0.84,0.4318181818181817,0.52,0.52,0.52,0.0,0.6862958624293384,0.8752181524583532,0.6862958624293384,0.8752181524583532,0.6862958624293384,0.8752181524583532,0.6862958624293384,0.8752181524583532,0.6862958624293384,0.8752181524583532,0.6862958624293384,0.8752181524583532,0.6862958624293384,0.8752181524583532,0.6862958624293384,0.8752181524583532,0.6862958624293384,0.8752181524583532,0.30225923224750545,0.5182511086887702,0.30225923224750545,0.5182511086887702,0.30225923224750545,0.5182511086887702
0.85,0.85,0.85,0.3478260869565217,0.44,0.44,0.44,0.0151248680970805,0.6570941377083841,0.7742399221112423,0.6570941377083841,0.7742399221112423,0.6570941377083841,0.7742399221112423,0.6570941377083841,0.7742399221112423,0.6570941377083841,0.7742399221112423,0.6570941377083841,0.7742399221112423,0.6570941377083841,0.7742399221112423,0.6570941377083841,0.7742399221112423,0.6570941377083841,0.7742399221112423,0.33809562042437774,0.32380799439398245,0.33809562042437774,0.32380799439398245,0.33809562042437774,0.32380799439398245
0.81,0.81,0.81,0.1425992779783392,0.47,0.47,0.47,0.0170623145400593,0.6497620256784812,0.6473953810549846,0.6497620256784812,0.6473953810549846,0.6497620256784812,0.6473953810549846,0.6497620256784812,0.6473953810549846,0.6497620256784812,0.6473953810549846,0.6497620256784812,0.6473953810549846,0.6497620256784812,0.6473953810549846,0.6497620256784812,0.6473953810549846,0.6497620256784812,0.6473953810549846,0.1312372674676683,0.24492060659336715,0.1312372674676683,0.24492060659336715,0.1312372674676683,0.24492060659336715
0.85,0.85,0.85,0.1812227074235808,0.65,0.65,0.65,0.0352811466372657,0.6286442402875686,0.6339013816891022,0.6286442402875686,0.6339013816891022,0.6286442402875686,0.6339013816891022,0.6286442402875686,0.6339013816891022,0.6286442402875686,0.6339013816891022,0.6286442402875686,0.6339013816891022,0.6286442402875686,0.6339013816891022,0.6286442402875686,0.6339013816891022,0.6286442402875686,0.6339013816891022,0.1548364767065379,0.20327507943011427,0.1548364767065379,0.20327507943011427,0.1548364767065379,0.20327507943011427
0.84,0.84,0.84,0.0939977349943372,0.69,0.69,0.69,0.042027194066749,0.5409769451797626,0.5076849647791642,0.5409769451797626,0.5076849647791642,0.5409769451797626,0.5076849647791642,0.5409769451797626,0.5076849647791642,0.5409769451797626,0.5076849647791642,0.5409769451797626,0.5076849647791642,0.5409769451797626,0.5076849647791642,0.5409769451797626,0.5076849647791642,0.5409769451797626,0.5076849647791642,0.06431085983140479,0.2070359442152668,0.06431085983140479,0.2070359442152668,0.06431085983140479,0.2070359442152668
0.84,0.84,0.84,0.0939977349943372,0.65,0.65,0.65,0.0352811466372657,0.5409769451797626,0.5181035552363453,0.5409769451797626,0.5181035552363453,0.5409769451797626,0.5181035552363453,0.5409769451797626,0.5181035552363453,0.5409769451797626,0.5181035552363453,0.5409769451797626,0.5181035552363453,0.5409769451797626,0.5181035552363453,0.5409769451797626,0.5181035552363453,0.5409769451797626,0.5181035552363453,0.03808409965555048,0.10485780506097951,0.03808409965555048,0.10485780506097951,0.03808409965555048,0.10485780506097951
0.79,0.79,0.79,0.0,0.66,0.66,0.66,0.1747572815533981,0.476373150660306,0.5006725990944411,0.476373150660306,0.5006725990944411,0.476373150660306,0.5006725990944411,0.476373150660306,0.5006725990944411,0.476373150660306,0.5006725990944411,0.476373150660306,0.5006725990944411,0.476373150660306,0.5006725990944411,0.476373150660306,0.5006725990944411,0.476373150660306,0.5006725990944411,0.001323291714044815,0.09579877628185764,0.001323291714044815,0.09579877628185764,0.001323291714044815,0.09579877628185764
