max_airline,max_flight,max_airportFrom,max_airportTo,max_dayOfWeek,max_time,max_attribute,max_predict_proba_0,max_predict_proba_1,max_prediction,min_airline,min_flight,min_airportFrom,min_airportTo,min_dayOfWeek,min_time,min_attribute,min_predict_proba_0,min_predict_proba_1,min_prediction,mean_airline,mean_flight,mean_airportFrom,mean_airportTo,mean_dayOfWeek,mean_time,mean_attribute,mean_predict_proba_0,mean_predict_proba_1,mean_prediction,median_airline,median_flight,median_airportFrom,median_airportTo,median_dayOfWeek,median_time,median_attribute,median_predict_proba_0,median_predict_proba_1,median_prediction,std_airline,std_flight,std_airportFrom,std_airportTo,std_dayOfWeek,std_time,std_attribute,std_predict_proba_0,std_predict_proba_1,std_prediction,corr_flight_airline,corr_airportFrom_airline,corr_airportFrom_flight,corr_airportTo_airline,corr_airportTo_flight,corr_airportTo_airportFrom,corr_dayOfWeek_airline,corr_dayOfWeek_flight,corr_dayOfWeek_airportFrom,corr_dayOfWeek_airportTo,corr_time_airline,corr_time_flight,corr_time_airportFrom,corr_time_airportTo,corr_time_dayOfWeek,corr_attribute_airline,corr_attribute_flight,corr_attribute_airportFrom,corr_attribute_airportTo,corr_attribute_dayOfWeek,corr_attribute_time,corr_predict_proba_0_airline,corr_predict_proba_0_flight,corr_predict_proba_0_airportFrom,corr_predict_proba_0_airportTo,corr_predict_proba_0_dayOfWeek,corr_predict_proba_0_time,corr_predict_proba_0_attribute,corr_predict_proba_1_airline,corr_predict_proba_1_flight,corr_predict_proba_1_airportFrom,corr_predict_proba_1_airportTo,corr_predict_proba_1_dayOfWeek,corr_predict_proba_1_time,corr_predict_proba_1_attribute,corr_predict_proba_1_predict_proba_0,corr_prediction_airline,corr_prediction_flight,corr_prediction_airportFrom,corr_prediction_airportTo,corr_prediction_dayOfWeek,corr_prediction_time,corr_prediction_attribute,corr_prediction_predict_proba_0,corr_prediction_predict_proba_1,gmean_airline,gmean_flight,gmean_airportFrom,gmean_airportTo,gmean_dayOfWeek,gmean_time,gmean_attribute,gmean_predict_proba_0,gmean_predict_proba_1,gmean_prediction,hmean_airline,hmean_flight,hmean_airportFrom,hmean_airportTo,hmean_dayOfWeek,hmean_time,hmean_attribute,hmean_predict_proba_0,hmean_predict_proba_1,hmean_prediction,entropy_airline,entropy_flight,entropy_airportFrom,entropy_airportTo,entropy_dayOfWeek,entropy_time,entropy_attribute,entropy_predict_proba_0,entropy_predict_proba_1,entropy_prediction,prop_pca,nr_outliers_airline,nr_outliers_flight,nr_outliers_airportFrom,nr_outliers_airportTo,nr_outliers_dayOfWeek,nr_outliers_time,nr_outliers_attribute,nr_outliers_predict_proba_0,nr_outliers_predict_proba_1,nr_outliers_prediction,iqr_airline,iqr_flight,iqr_airportFrom,iqr_airportTo,iqr_dayOfWeek,iqr_time,iqr_attribute,iqr_predict_proba_0,iqr_predict_proba_1,iqr_prediction,uniqueness_ratio_airline,uniqueness_ratio_flight,uniqueness_ratio_airportFrom,uniqueness_ratio_airportTo,uniqueness_ratio_dayOfWeek,uniqueness_ratio_time,uniqueness_ratio_attribute,uniqueness_ratio_predict_proba_0,uniqueness_ratio_predict_proba_1,uniqueness_ratio_prediction,attr_sparsity_,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,kmenas_compactness,recall,precision,kappa,f1-score,last_recall,last_precision,last_kappa,last_f1-score,meta_predict_recall,meta_predict_precision,meta_predict_kappa,meta_predict_f1-score
17.0,7811.0,288.0,290.0,4.0,875.0,403.0,0.9036935732198345,0.35195304641575326,0.0,0.0,2.0,1.0,0.0,4.0,820.0,31.0,0.6480469535842468,0.09630642678016559,0.0,9.278,2532.4,143.458,141.489,4.0,845.47,130.584,0.836594009944833,0.16340599005516698,0.0,10.0,1901.0,153.0,148.0,4.0,845.0,114.0,0.8407677293797775,0.15923227062022255,0.0,5.348394275043803,2114.42626886029,76.94747006334353,79.0259766404945,0.0,16.065154502499787,67.87401436356794,0.03846075085911397,0.03846075085911396,0.0,0.03409069253202007,0.09875050356578015,-0.049922815053939404,0.09421208966638905,-0.026927399197541835,0.03079031729589911,,,,,-0.012275146476719899,0.0050015005166515625,0.03391731402673299,-0.004750338202400136,,-0.12065317154904985,-0.3277007202313168,0.13659646030400477,0.14461718136120263,,-0.021636033422436047,-0.47111520357468073,0.42678028933362916,-0.16477065170894317,-0.24982289998676058,,-0.03472563582495174,-0.7875156231751671,0.47111520357468184,-0.4267802893336291,0.16477065170894278,0.24982289998676052,,0.034725635824954824,0.7875156231751665,-0.9999999999999999,,,,,,,,,,0.0,1457.8813443158629,112.55087821047574,0.0,4.000000000000001,845.3176127854795,115.78119796699896,0.8356715731085324,0.1593655473166969,0.0,0.0,287.18002556929054,62.65758547142998,0.0,4.0,845.1653368886963,103.16520210638826,0.8347062050546576,0.1556884654886974,0.0,2.6376103682468037,6.817802493512758,4.302555116801621,4.419191912474645,0.0,3.2062360198043782,4.96399140718578,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,53,44,44,0,10.0,3179.5,128.0,130.0,0.0,30.0,79.25,0.044208951793891726,0.04420895179389167,0.0,0.018,0.937,0.152,0.164,0.001,0.056,0.218,1.0,1.0,0.001,0.0021389017624902193,16,4,4381.180910555831,2040.7887697933277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16585230998896236,0.19518986159587637,0.010603548801996827,0.10821488691845157
17.0,7811.0,288.0,292.0,4.0,888.0,403.0,0.9036935732198345,0.35195304641575326,0.0,0.0,2.0,2.0,0.0,4.0,835.0,31.0,0.6480469535842468,0.09630642678016559,0.0,9.557,2423.932,144.994,145.302,4.0,861.781,130.264,0.8328042618357172,0.1671957381642829,0.0,10.5,1788.5,153.0,153.0,4.0,862.0,115.0,0.8364409277868035,0.1635590722131965,0.0,5.402030445391152,2086.736576311182,76.47606522666129,78.14970359618884,0.0,15.950406090581348,65.27502687194493,0.0371363951624453,0.0371363951624453,0.0,0.079441764912851,0.0914324252781102,-0.03513600563102627,0.10083058475904873,-0.03667232609534852,0.0599305760717721,,,,,-0.03254029489871373,0.011633965119975378,-0.021448562347002275,0.019108370787564843,,-0.1491491869320335,-0.32914126782855524,0.09916183037357912,0.11108627021576452,,-0.026840296987089982,-0.4719811231515022,0.4070687566061275,-0.1319329330048567,-0.23737871523596515,,-0.01879782788142606,-0.768614894733591,0.4719811231515025,-0.4070687566061267,0.1319329330048567,0.23737871523596554,,0.01879782788143503,0.7686148947335897,-0.9999999999999993,,,,,,,,,,0.0,1387.5000777103344,114.92971181389626,0.0,4.000000000000001,861.6333369258663,116.33135645280396,0.8319441027468519,0.16343999690769026,0.0,0.0,288.1257117482865,68.44426918244173,0.0,4.0,861.4854925648688,104.23302723440689,0.831047667826488,0.15995110808243915,0.0,2.650344585855653,6.8030765036842045,4.315384827862917,4.3944588762519325,0.0,3.1618338919483,4.942697623340752,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,42,34,34,0,10.0,2923.5,128.0,129.0,0.0,28.0,80.0,0.04348066555775587,0.043480665557755954,0.0,0.018,0.926,0.15,0.165,0.001,0.054,0.222,1.0,1.0,0.001,0.0021537452990336697,29,4,4329.772598385637,2031.0352851810353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1637533657313009,0.1766022143568773,0.009569542835263964,0.11248913896404679
17.0,7802.0,288.0,292.0,4.0,900.0,408.0,0.901498067853471,0.35987218538984633,0.0,0.0,2.0,2.0,0.0,4.0,850.0,29.0,0.6401278146101537,0.098501932146529,0.0,9.443,2470.018,139.761,144.704,4.0,877.733,127.837,0.8321882621117304,0.1678117378882696,0.0,10.0,1826.0,148.0,153.0,4.0,880.0,112.0,0.834376683573969,0.16562331642603106,0.0,5.378445749347917,2104.294834957409,78.48280977660286,76.50023967721062,0.0,14.620446931214808,63.200543824715155,0.035717618749426056,0.03571761874942605,0.0,0.0909887594471559,0.06116736906810604,-0.016938835672959784,0.09048521617882746,-0.034349226568802134,0.05038042428490876,,,,,-0.022107855953082827,-0.05268189444243422,-0.10664846981106033,0.0005924450334468696,,-0.1880901263866664,-0.3229245819945842,0.07162320837714702,0.10673838822268704,,0.010250805103143395,-0.46152022343597143,0.4060260023428734,-0.08246868082835741,-0.23000406305390367,,-0.06426189969343037,-0.7498562380413093,0.4615202234359714,-0.40602600234287356,0.08246868082835702,0.23000406305390375,,0.06426189969343529,0.7498562380413097,-0.9999999999999997,,,,,,,,,,0.0,1435.0020935105065,106.76942578920233,0.0,4.000000000000001,877.6112123423131,114.64692759209004,0.8313926515619761,0.16432880246422463,0.0,0.0,346.3752054485786,59.83423274324912,0.0,4.0,877.4892932049277,103.26633149356161,0.8305638146246671,0.16106370420068233,0.0,2.671200110788022,6.805849092406444,4.276856959348636,4.396714571860751,0.0,3.1139850467270795,4.955737951299934,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,36,36,36,0,10.0,3024.25,130.0,129.0,0.0,25.0,79.25,0.04087623487697223,0.0408762348769722,0.0,0.018,0.928,0.151,0.167,0.001,0.051,0.222,1.0,1.0,0.001,0.0021547398596578923,15,4,4158.072975609779,1989.2454402303224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16913174862422725,0.14395983575323565,-0.0033355917685370245,0.09156870499595651
17.0,7802.0,290.0,292.0,4.0,920.0,408.0,0.8956878196350062,0.35987218538984633,0.0,0.0,2.0,2.0,2.0,4.0,870.0,29.0,0.6401278146101537,0.10431218036499385,0.0,9.398,2498.449,139.918,145.001,4.0,892.871,126.83,0.8306771316072808,0.16932286839271915,0.0,10.0,1845.0,148.0,153.0,4.0,892.0,112.0,0.8339411066665231,0.1660588933334769,0.0,5.258445326068081,2126.9396916346386,80.2039646897331,76.94750104400347,0.0,14.237734091914769,62.40331139669812,0.03518427916328143,0.03518427916328143,0.0,0.13984692514204772,0.09542870933278334,-0.028509362747537157,0.08617741876521773,-0.01804659894838822,0.023561308658464505,,,,,-0.09107288746725087,0.06344876351324383,-0.00586666430752323,-0.03678597573602846,,-0.19911562851800566,-0.3334718077470796,0.03613049877968141,0.09827275827205939,,0.00556456448439573,-0.4390644422685937,0.3896920177930151,-0.08063651325875774,-0.21878071388081588,,0.004075757483015281,-0.7584302459537703,0.439064442268593,-0.38969201779301477,0.08063651325875748,0.21878071388081619,,-0.0040757574830174335,0.7584302459537697,-0.9999999999999989,,,,,,,,,,0.0,1454.1273052125769,105.89905956638323,113.85647635189132,4.000000000000001,892.7576153802262,113.90510358797519,0.8299007491129905,0.16602251790639727,0.0,0.0,362.67183695335365,59.69408990788227,60.77173034138569,4.0,892.644259637289,102.60931157584072,0.8290887624317986,0.1629678913107938,0.0,2.673450221252239,6.787827265711886,4.273849180732012,4.414400015463039,0.0,3.1154670267893207,4.960227922700295,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,38,37,37,0,10.0,3185.75,129.25,129.0,0.0,25.0,76.0,0.03914357035020166,0.03914357035020152,0.0,0.018,0.915,0.153,0.172,0.001,0.051,0.218,1.0,1.0,0.001,0.0021657215583188376,20,4,4102.028273084839,1975.9963796185857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1618079412155046,0.15083276867222814,0.004937364896369284,0.10724436778963649
17.0,7802.0,292.0,290.0,4.0,935.0,408.0,0.8956878196350062,0.35987218538984633,0.0,0.0,2.0,2.0,2.0,4.0,885.0,26.0,0.6401278146101537,0.10431218036499385,0.0,9.063,2506.621,137.543,143.233,4.0,908.088,127.234,0.8294920901030265,0.17050790989697356,0.0,10.0,1918.5,135.5,150.5,4.0,907.5,111.0,0.8334123165321463,0.16658768346785366,0.0,5.2608656804472504,2098.0394316637176,79.90672835397677,79.08763218458726,0.0,15.003178041713408,65.22474615904237,0.03623010950062751,0.03623010950062751,0.0,0.14123399622524563,0.08237436995169442,-0.02620097285008445,0.10618541149492133,0.0066560271474971275,-0.019968832987831215,,,,,-0.10543389111976925,0.04776501847156108,0.04378320255584086,-0.036260550039737036,,-0.20366295370187715,-0.33766163031055924,0.06869130637213841,0.10001751334148042,,-0.037657115111433125,-0.41800256928169194,0.39365583603811416,-0.10002631826493197,-0.22859244766493914,,0.037671582289405925,-0.7708359923120214,0.41800256928169244,-0.3936558360381129,0.10002631826493315,0.22859244766493914,,-0.03767158228938702,0.7708359923120199,-0.9999999999999998,,,,,,,,,,0.0,1451.4688928513901,103.59317514262061,110.49688195627735,4.000000000000001,907.9642716952283,113.50822521837615,0.8286668496477427,0.16704916178985743,0.0,0.0,330.07091921842124,56.087303421928794,60.12046021587477,4.0,907.8406420189574,101.76910102202082,0.8278031232242765,0.16386805445431896,0.0,2.664636484050865,6.777076708896518,4.22903708073153,4.470921610282668,0.0,3.115217929888784,4.982842150245786,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,46,43,43,0,9.0,3194.5,129.0,129.0,0.0,25.0,76.25,0.03966785345326285,0.0396678534532629,0.0,0.018,0.908,0.152,0.175,0.001,0.051,0.223,1.0,1.0,0.001,0.0021667236857110276,18,4,4238.602379453904,2008.0751102658176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16163841164488826,0.16323668590772342,0.006069245330913114,0.10680954576229078
17.0,7791.0,292.0,290.0,4.0,954.0,408.0,0.8956878196350062,0.3476687387603816,0.0,0.0,2.0,2.0,0.0,4.0,900.0,26.0,0.6523312612396184,0.10431218036499385,0.0,8.954,2488.416,142.742,140.971,4.0,923.956,125.362,0.828236897760567,0.171763102239433,0.0,10.0,1909.0,148.0,150.5,4.0,925.0,110.5,0.831867103896853,0.16813289610314702,0.0,5.291302474994402,2075.492953962009,78.83041081758783,81.22862949261948,0.0,15.76720230949894,64.57604061121293,0.03657039491379715,0.03657039491379715,0.0,0.11489071790787482,0.09745928674192031,-0.033407640173347984,0.11263491376944809,-0.0016506383954257085,-0.03464538648626981,,,,,-0.015873949913080745,-0.014346164274193657,0.04113793425988247,-0.06075127100325509,,-0.20297763159992657,-0.3220356818901168,0.07987949492663707,0.09240459227245856,,-0.014390062077942758,-0.4362860255260876,0.3995062090835029,-0.12234274896545172,-0.2275309186247802,,-0.04755056033512873,-0.7569185426567839,0.4362860255260884,-0.3995062090835021,0.122342748965452,0.22753091862477953,,0.04755056033513557,0.7569185426567829,-0.9999999999999999,,,,,,,,,,0.0,1457.3038406351147,111.40204266565324,0.0,4.000000000000001,923.8216723474168,111.6954759614596,0.8273948063345719,0.1682680209193759,0.0,0.0,317.88863753634615,63.9418219325637,0.0,4.0,923.6874286995305,100.07455930306934,0.8265136990898965,0.1650574667610569,0.0,2.6484911738607333,6.792325946868836,4.264498940785329,4.473972702171899,0.0,3.1404758443707896,4.950775408490376,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,49,44,44,0,9.0,3149.5,129.0,129.0,0.0,26.25,75.0,0.039303514926623984,0.0393035149266239,0.0,0.018,0.919,0.153,0.174,0.001,0.055,0.224,1.0,1.0,0.001,0.002155735047567277,13,4,4383.774121834699,2041.7475033805674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14579906781844332,0.19237316244385413,0.001090465430143023,0.11410167077904466
17.0,7774.0,292.0,290.0,4.0,968.0,408.0,0.8936795670066884,0.3476687387603816,0.0,0.0,4.0,2.0,0.0,4.0,914.0,26.0,0.6523312612396184,0.10632043299331165,0.0,9.18,2472.109,143.129,138.108,4.0,940.724,125.224,0.8247215440530336,0.1752784559469664,0.0,10.0,1937.5,148.0,148.0,4.0,940.0,111.0,0.828108557911996,0.17189144208800403,0.0,5.368651825404813,2052.601817533138,78.21850480221093,80.8666170044583,0.0,16.348489138054838,63.816332927772876,0.03670059794774907,0.03670059794774906,0.0,0.08516870070153976,0.13326272977768241,-0.05416546327446729,0.09530909139276887,-0.056214592870897064,-0.004718343447974242,,,,,0.04876372164542508,-0.05760107796350789,0.0006940281167689378,-0.01930318023785653,,-0.22261494929678202,-0.3064302416992315,0.08118536688795643,0.09229451869088219,,0.022134480079906763,-0.4459118537144645,0.4103240909329549,-0.1553402664250299,-0.23229205685338403,,-0.12785435698548064,-0.7364064811150949,0.44591185371446473,-0.4103240909329549,0.15534026642502982,0.2322920568533834,,0.1278543569854868,0.7364064811150942,-1.0000000000000009,,,,,,,,,,0.0,1448.830659061146,112.2288582453229,0.0,4.000000000000001,940.5820677354791,111.69765201449708,0.8238726386303465,0.1717854337200077,0.0,0.0,334.5795490136117,64.9928647348295,0.0,4.0,940.4401352422681,100.11966825675266,0.8229874573361746,0.16854562042822457,0.0,2.6624255224414886,6.8107146737037425,4.2760471336619394,4.441350555838502,0.0,3.159900935651636,4.964431950654218,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,43,40,40,0,10.0,3078.5,129.0,130.0,0.0,30.0,76.0,0.04158633573658477,0.04158633573658477,0.0,0.018,0.931,0.155,0.171,0.001,0.055,0.223,1.0,1.0,0.001,0.002147791075126715,22,4,4424.55130839345,2052.980951804324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15298706933369485,0.20214931912607573,-0.0007129101342607848,0.11197188691827104
17.0,7387.0,292.0,292.0,4.0,985.0,398.0,0.893057619328115,0.35121765223275636,0.0,0.0,6.0,0.0,0.0,4.0,930.0,29.0,0.6487823477672436,0.10694238067188498,0.0,9.324,2442.222,140.703,138.019,4.0,957.17,126.68,0.8204163589833406,0.17958364101665938,0.0,10.0,1859.5,148.0,148.0,4.0,960.0,111.0,0.8246819470022704,0.1753180529977297,0.0,5.320651589169632,2023.632934345794,79.44850442806244,79.54885706067473,0.0,15.959379743642979,66.9073403461249,0.03959543631668553,0.03959543631668553,0.0,0.019935897640696913,0.15899362561519945,-0.1092377441056547,0.10776199781705098,-0.05103234142238708,0.03453316316756058,,,,,-0.05513513985436874,-0.02081008023204141,-0.050421941176809315,0.05283669549280993,,-0.20181756409373783,-0.32902647440541494,0.07748005715835969,0.09002724717402848,,0.06830901301440584,-0.43444465108589847,0.44472703540842495,-0.16949514844732175,-0.23174407466448452,,-0.1023684686274814,-0.7645465145003348,0.4344446510858985,-0.44472703540842556,0.16949514844732225,0.23174407466448474,,0.1023684686274749,0.7645465145003362,-0.9999999999999997,,,,,,,,,,0.0,1467.877842239545,0.0,0.0,4.000000000000001,957.0369150644386,112.24314249590257,0.8194142052597103,0.17571447081540859,0.0,0.0,361.4779535968287,0.0,0.0,4.0,956.9036735401165,100.1435901392516,0.8183597078137008,0.1722191696814715,0.0,2.6665286335247784,6.802736705610613,4.276911694362879,4.40538408677205,0.0,3.260606837039878,4.99497118780512,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,54,48,48,0,9.0,2995.5,130.0,130.0,0.0,26.0,76.0,0.043602963722680244,0.043602963722680244,0.0,0.018,0.925,0.156,0.168,0.001,0.056,0.234,1.0,1.0,0.001,0.002137917158299723,18,4,4339.714730751212,2032.208141439622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17243537176748713,0.2026206141424506,0.003268526048279846,0.11454339907690976
17.0,7387.0,292.0,292.0,4.0,999.0,398.0,0.8884217070634124,0.35121765223275636,0.0,0.0,6.0,0.0,1.0,4.0,945.0,29.0,0.6487823477672436,0.1115782929365876,0.0,9.678,2360.618,137.199,142.357,4.0,973.133,127.968,0.8149664254745554,0.18503357452544464,0.0,11.5,1725.0,148.0,152.5,4.0,974.0,110.0,0.8195541494325453,0.18044585056745457,0.0,5.301171419452348,2002.0677244412211,80.1291712367168,79.17315162944405,0.0,14.583002947780507,68.39862094623946,0.04138928250945783,0.04138928250945783,0.0,-0.020773594755504082,0.1642381791258151,-0.08226364373917179,0.08592117764947764,-0.04100689645603771,0.01891384824952201,,,,,-0.07247437994082842,0.008459255867329107,-0.05724860317660732,0.025686498124712444,,-0.17071823470149136,-0.3411097235080048,0.06187548221031847,0.06157013085310259,,0.014801656326505158,-0.4452876389184617,0.46489658110230947,-0.1466390114536615,-0.18633749775519245,,-0.04025364256226702,-0.7794185541707488,0.445287638918462,-0.4648965811023092,0.146639011453661,0.18633749775519187,,0.04025364256227463,0.7794185541707489,-1.0000000000000002,,,,,,,,,,0.0,1391.8531515469992,0.0,110.22795902690417,4.000000000000001,973.0237420865323,113.33037410249918,0.8138641011428815,0.18090483123584158,0.0,0.0,358.91224535279247,0.0,60.93878915962479,4.0,972.9143927379948,101.36303881347258,0.8127042545689138,0.17716113892506982,0.0,2.6257020086080636,6.796484829952195,4.302126363519964,4.318132772986526,0.0,3.225343062796626,4.988136895609307,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,56,48,48,0,10.0,2874.5,137.0,129.0,0.0,25.0,75.25,0.0462525774777669,0.0462525774777669,0.0,0.018,0.922,0.16,0.158,0.001,0.055,0.235,1.0,1.0,0.001,0.002147791075126715,18,4,4196.275095859689,1996.3570837123204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17795685711694204,0.19202208442303006,0.0069205765647192535,0.11713732388043879
17.0,7803.0,292.0,292.0,4.0,1015.0,398.0,0.8884217070634124,0.35121765223275636,0.0,0.0,6.0,0.0,1.0,4.0,964.0,29.0,0.6487823477672436,0.1115782929365876,0.0,9.551,2483.701,137.514,144.146,4.0,988.533,124.614,0.8148822997006127,0.1851177002993874,0.0,11.0,1774.0,148.0,153.0,4.0,990.0,106.0,0.8180868456514773,0.18191315434852273,0.0,5.355378518749078,2065.8868895075643,81.7161999932776,78.65875592636769,0.0,14.941692178771627,67.79111032162432,0.04117268963194261,0.04117268963194261,0.0,0.022553249200541938,0.13953815160618654,-0.020869446760427724,0.09434668601882071,-0.01798847882771591,0.03983387679635624,,,,,0.013026493077055497,0.026276419287905396,0.05121349678776239,0.01192738944321208,,-0.1713207984674635,-0.33368944640559867,-0.0005248549977451174,0.04732923591952454,,-0.019424096046999354,-0.4503823493278664,0.4411341654144406,-0.07942108544202259,-0.17582798350381965,,-0.04367740983034966,-0.7748786769539675,0.45038234932786464,-0.4411341654144406,0.07942108544202205,0.1758279835038194,,0.0436774098303422,0.7748786769539687,-1.0000000000000002,,,,,,,,,,0.0,1511.239006209595,0.0,112.10186088558918,4.000000000000001,988.4202304684453,110.39057558487191,0.8137915622555679,0.18103069685892292,0.0,0.0,446.6701123443471,0.0,60.25119852136034,4.0,988.307508271277,99.04655457928465,0.8126440722294597,0.1773203936659177,0.0,2.622271003719881,6.796484829952195,4.39092093681166,4.323816237863196,0.0,3.2151484190685657,4.932755531826843,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,67,53,53,0,10.0,3128.0,144.0,129.0,0.0,25.0,70.0,0.044751550309192645,0.04475155030919262,0.0,0.018,0.923,0.173,0.158,0.001,0.052,0.229,1.0,1.0,0.001,0.002133003385351538,27,4,4295.1915748193305,2019.3653649375092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17408814511357854,0.20468228817283418,0.008088793327235872,0.11948428631408405
17.0,7803.0,290.0,291.0,4.0,1030.0,398.0,0.8884217070634124,0.35121765223275636,0.0,0.0,7.0,0.0,2.0,4.0,980.0,30.0,0.6487823477672436,0.1115782929365876,0.0,9.46,2559.377,142.68,143.414,4.0,1004.029,127.313,0.81177807183513,0.18822192816487004,0.0,11.0,1876.0,153.0,150.5,4.0,1005.0,105.5,0.8151698444447899,0.18483015555521015,0.0,5.333746230263383,2130.426268838694,80.61080387703439,78.5653812001388,0.0,14.931413399477831,70.78394873414734,0.041694015227041824,0.041694015227041824,0.0,0.054397199380938344,0.05765915673067617,0.03483809088731796,0.0606827875881898,-0.01490491298909688,0.014799459024441635,,,,,-0.0676632809884222,0.10792922377874148,0.10031795591795645,-0.06483297902373625,,-0.20912532965507472,-0.3599007019435193,-0.0026779269741158645,0.0745472883238508,,-0.010913580835782317,-0.39408123537777234,0.4564067024535644,-0.017694950216926908,-0.1730084882755001,,0.01695204808971146,-0.790581126518255,0.3940812353777729,-0.45640670245356507,0.017694950216927158,0.1730084882755003,,-0.016952048089712155,0.7905811265182551,-0.9999999999999992,,,,,,,,,,0.0,1547.815993516823,0.0,111.77264779888642,4.000000000000001,1003.9180935028102,112.02718348898222,0.8106588595066525,0.18405775424127696,0.0,0.0,512.2737231804396,0.0,63.554085405404365,4.0,1003.8072054743234,99.92780214661282,0.8094856550809421,0.18024914429174552,0.0,2.623252546816604,6.800460262965382,4.515735100346674,4.248043806438554,0.0,3.221715836891218,4.976518296148791,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,60,56,56,0,10.0,3294.5,130.0,129.0,0.0,29.0,75.25,0.04474606503883005,0.04474606503882991,0.0,0.018,0.926,0.19,0.155,0.001,0.051,0.237,1.0,1.0,0.001,0.002133984908804827,10,4,4343.2686840984725,2032.6165173184536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16067770408086973,0.17831811648258966,0.010986554140179839,0.10702233172292547
17.0,7803.0,290.0,291.0,4.0,1045.0,495.0,0.8818576477987495,0.45145269092791857,0.0,0.0,2.0,2.0,2.0,4.0,992.0,30.0,0.5485473090720814,0.11814235220125045,0.0,9.451,2598.873,146.24,140.788,4.0,1019.291,127.56,0.8093339033333667,0.19066609666663334,0.0,11.0,1915.0,153.0,148.0,4.0,1020.0,105.0,0.8137370676696939,0.18626293233030605,0.0,5.359134194934787,2153.7568036434013,80.09025439370791,77.98085707447738,0.0,14.810390496764986,70.8625140387772,0.04268956007223888,0.04268956007223888,0.0,0.09466723511068223,0.08974833881704718,0.050828590374231215,0.04891019127050977,0.0012649016958963496,-0.00354915740526776,,,,,-0.10435218245319591,0.00946065360199559,-0.006906300312229138,-0.020098691635997895,,-0.19401439098996773,-0.34764518779825626,-0.0035931924403585936,0.10202292711840602,,0.056572012672702524,-0.3922309087598913,0.42456600481775697,-0.02299655256305549,-0.18924006809346092,,-0.04295900312097944,-0.798987978014061,0.39223090875989164,-0.4245660048177574,0.0229965525630551,0.1892400680934614,,0.04295900312097513,0.7989879780140601,-1.0000000000000002,,,,,,,,,,0.0,1575.6802513727798,113.00877506601026,109.68470580635697,4.000000000000001,1019.1834163919569,112.2896501780259,0.8081459956568798,0.1864165364485665,0.0,0.0,425.16497957955085,61.05539263808546,64.4434313479887,4.0,1019.0757467371375,100.14510999190576,0.8068863974979511,0.1825594866850077,0.0,2.6297046793544636,6.817279245368994,4.522007480062355,4.242871952512739,0.0,3.240925174179007,4.97690833035456,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,55,52,52,0,10.0,3339.25,129.0,129.0,0.0,26.0,75.0,0.046388827903055874,0.04638882790305593,0.0,0.018,0.937,0.192,0.154,0.001,0.054,0.23,1.0,1.0,0.001,0.0021241972537632855,18,4,4371.178742256395,2031.1035996038345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13491145513871255,0.17592291005165006,0.015846429931321085,0.1112102838809878
