precision,f1-score,recall,kappa,last_precision,last_f1-score,last_recall,last_kappa,precision_pred_0_with_drift,precision_pred_0_without_drift,precision_pred_1_with_drift,precision_pred_1_without_drift,precision_pred_2_with_drift,precision_pred_2_without_drift,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,f1-score_pred_1_with_drift,f1-score_pred_1_without_drift,f1-score_pred_2_with_drift,f1-score_pred_2_without_drift,recall_pred_0_with_drift,recall_pred_0_without_drift,recall_pred_1_with_drift,recall_pred_1_without_drift,recall_pred_2_with_drift,recall_pred_2_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift,kappa_pred_1_with_drift,kappa_pred_1_without_drift,kappa_pred_2_with_drift,kappa_pred_2_without_drift
0.88,0.88,0.88,0.7549019607843137,0.635,0.635,0.635,0.3551236749116607,0.8276096965699417,0.8371574406319785,0.82716091592986,0.830725450852276,0.8002548357422476,0.8235092007333934,0.8238863338777708,0.8174658735034722,0.8306762855318024,0.8183949885852999,0.8138380213236347,0.8185838092434703,0.8300477001011668,0.8048023191633069,0.8336579750838254,0.8228055062651944,0.8096189684408643,0.8168759641404469,0.6691543480010446,0.6744822261872989,0.6818940023893815,0.7082559636011179,0.6649313304386566,0.7034311256327097
0.87,0.87,0.87,0.7241086587436333,0.685,0.685,0.685,0.4252873563218391,0.8526620623531044,0.8220061199270219,0.852707408166515,0.8274774729475369,0.8371028928197322,0.8332340255686955,0.8639981107830883,0.8371969895003716,0.848541760761926,0.8335316999245808,0.8466200612232161,0.8346256014791108,0.8535987639041707,0.8335302081740406,0.8490764203538227,0.8359733308951545,0.8530124831762905,0.8360169065493946,0.6002478514671854,0.7262047351256188,0.6197486643682723,0.7226475030009103,0.5994824101315402,0.6877697663306627
0.86,0.86,0.86,0.685251798561151,0.755,0.755,0.755,0.5239945599378278,0.7732183003351867,0.762884105043023,0.77286824361456,0.7510042931969968,0.7509428698935843,0.7695113345186431,0.7814380640360933,0.7719037729052943,0.7660258223711635,0.7532287364096838,0.7599892376403921,0.7580889441694877,0.7745057637783442,0.7719448164825333,0.7727155765999344,0.7579372104922127,0.7649573188530916,0.7595070729618205,0.48101193437159645,0.6116266798396317,0.48152699984974107,0.6176413267079709,0.48267896430494484,0.604874255792871
0.79,0.79,0.79,0.5514258250560717,0.835,0.835,0.835,0.6650426309378807,0.7593585753315303,0.7609970722507627,0.7618496451773227,0.7480957553120557,0.7342615044639835,0.7725086292851849,0.768907545305482,0.7742481459206051,0.7582969073171212,0.7560540170100686,0.7529504618658829,0.760449836062765,0.7679710078249642,0.7674517532229639,0.7634557909879444,0.756537402750386,0.7544656909096015,0.7631272043024984,0.5423372175721873,0.6802900117937382,0.5290923451943167,0.6862924153573445,0.5466244392743036,0.6639134846567244
0.735,0.735,0.735,0.4456066945606693,0.925,0.925,0.925,0.8476538695917124,0.6970525149697229,0.7304527291785003,0.6904959685770486,0.7297001612557535,0.6853504061426373,0.7367386394690711,0.6951230110619618,0.7201878154454493,0.6923139507371343,0.7294316957131142,0.7003025987151007,0.7270891489602775,0.7024841079894767,0.7277887157308138,0.6972507942331576,0.730740822348777,0.6962200722029719,0.7293280974983465,0.4117435514146458,0.5254228979265391,0.3992997571478574,0.5209204044130968,0.4027833878445371,0.5259198233409738
0.725,0.725,0.725,0.3967975433209038,0.94,0.94,0.94,0.8780487804878049,0.7006705738913841,0.6817834498287904,0.6987911855708321,0.6772845414553768,0.6877490980448233,0.6744896029350573,0.6982463517785926,0.6733842552745803,0.7021098567544389,0.680037300632351,0.6948685803522583,0.6738877676915721,0.7024281037199676,0.680320941975798,0.7033040005679673,0.6733501446002552,0.6956265838781455,0.6662208679062761,0.43572088051279323,0.4576716299321113,0.43353370997986806,0.46851282790131166,0.42923012301080815,0.47302556595991485
0.725,0.725,0.725,0.358974358974359,0.94,0.94,0.94,0.8804185351270553,0.6736364820363426,0.679462999156553,0.6724122517049127,0.6758221453757882,0.6735297913351398,0.6967551679057986,0.6714951892043906,0.6873239706563142,0.6795934033348702,0.6878318519005925,0.6737181962221731,0.6863927353055506,0.6771602242959952,0.6897254235725593,0.6796229136182196,0.6757372555015498,0.6680378228712177,0.6844219131967281,0.40803548303473536,0.4063852147506046,0.4021821058728749,0.41868296634500535,0.39046736092712947,0.4356229622932341
0.7,0.7,0.7,0.3194192377495463,0.92,0.92,0.92,0.8406215758541687,0.6951628528453665,0.6871531686284951,0.6913159371582223,0.6963317947073031,0.7027430555072378,0.7101893067419506,0.6968525849679957,0.7174028732214982,0.6952395526202031,0.7045932745012137,0.6905253188299861,0.7019149127512005,0.7020490046874068,0.7082793948272622,0.7020186444887854,0.7041447902597423,0.6910066415968782,0.6969719649711519,0.42831207456707904,0.3837192402998576,0.43949856745489707,0.38903680100024685,0.4264663224164767,0.3960951877134746
0.705,0.705,0.705,0.3319746376811594,0.885,0.885,0.885,0.7694466720128308,0.7403326671858838,0.6947547169585022,0.7281041284227194,0.701822858971461,0.736148190687285,0.7119887621631088,0.7319151333964183,0.7279274728858243,0.7221181426465136,0.7093079416119863,0.732464862916828,0.7051563584455773,0.7413764349228303,0.715529444535837,0.7347105644800271,0.7077920531256794,0.7252796800698559,0.7060974352922785,0.4296555715509877,0.42847938118667234,0.4366481440650057,0.42892697129040536,0.4189532629985528,0.4373886174279216
0.665,0.665,0.665,0.3001880091915605,0.8,0.8,0.8,0.5789473684210527,0.7958887321083504,0.7994433785130378,0.7858981893104785,0.8088251354828534,0.8083493319826529,0.829931078421746,0.7938221460311037,0.822445892770842,0.78120161609322,0.8210493974851649,0.7971798822180995,0.8229324513895995,0.7900080742102532,0.8269429907371064,0.7865357871133092,0.8275328241098128,0.7779868585062448,0.8261786640282612,0.5363876136849467,0.5739508525398374,0.5337732585559635,0.5695455125855395,0.5353067581395191,0.5497456978784354
0.69,0.69,0.69,0.3389487152148416,0.755,0.755,0.755,0.5166699546261591,0.8226989574388008,0.8168815481364428,0.8174210079924935,0.8109627757478169,0.8153665506717392,0.8044252105594121,0.8197314328545895,0.7977536122103281,0.8192976231273758,0.8104950968599556,0.8068575836391575,0.8161235724682024,0.8207641236486832,0.800693781373177,0.8198674408615488,0.8124148403402933,0.8008713699147926,0.804625563432807,0.4973041674169723,0.557220801664217,0.5119730165490872,0.5763822921760222,0.49692559293555105,0.5846677649417229
0.775,0.775,0.775,0.3904091032240584,0.725,0.725,0.725,0.4609956879655037,0.6826961020838522,0.7408013051326533,0.6826054660225361,0.7428599074940182,0.6874246480562964,0.7339939029238509,0.6868302430180842,0.7303153657235035,0.6899122897136809,0.7479704117649443,0.6821873212772311,0.7458763486250578,0.6835266983067948,0.7399679492648237,0.6825104447221015,0.7340147482715949,0.681486058921114,0.7398961393956661,0.3111410510569946,0.41914632298923127,0.2921361015808703,0.42040824581481995,0.2952792354194786,0.4150280766985551
0.715,0.715,0.715,0.1522903033908387,0.73,0.73,0.73,0.4599999999999999,0.6349106219972362,0.7412293439106479,0.6425321646585688,0.7510824917252118,0.6447830216563977,0.7111301216166066,0.6451335674784404,0.7265041270581518,0.650826088123881,0.740343071959137,0.6292777384857319,0.7444611248125261,0.6378517678566773,0.7180725891443819,0.6415614082577044,0.7404031609068707,0.6401988037710871,0.7345831194240969,0.25179886552513236,0.41991357618989117,0.25344768545288326,0.41726213575939886,0.26144549158770586,0.4401107186188525
0.66,0.66,0.66,0.085406859448554,0.73,0.73,0.73,0.4471744471744472,0.6506544669490553,0.737100448973891,0.6592979786265792,0.7440843434884269,0.6658421179949617,0.7216955618419805,0.6533314496023679,0.7245171566822513,0.6642310880668498,0.7372009749810166,0.6610327818129491,0.7314622713391928,0.6578845546222476,0.7288711664682498,0.660192980409626,0.7283337270503993,0.6634933180355711,0.7283170059414958,0.26764474041301994,0.3841242250149477,0.28147936926444705,0.38945105894562326,0.2865730405865879,0.39565750736399646
0.58,0.58,0.58,0.0619765494137354,0.73,0.73,0.73,0.4184168012924071,0.629250664619142,0.6994827570314828,0.6365460632440204,0.688918642248979,0.6337840550921352,0.6688645308027606,0.628517595486493,0.670904378944024,0.645995520969307,0.6802544135075758,0.6328026098380525,0.6762682203449722,0.633123628109589,0.6766448835136204,0.6388690900863757,0.6801769630867316,0.6373036624829849,0.6782491792984027,0.24922635920920014,0.2684816328041049,0.23744957349642126,0.2782205794372135,0.2395789957526539,0.3130382146719429
0.615,0.615,0.615,0.0582191780821916,0.785,0.785,0.785,0.5734973219599285,0.6280758987920244,0.6939635866145754,0.6367260138162167,0.6877725144854946,0.6341381545757667,0.6578896055939838,0.6225061317245383,0.6678957102267108,0.6446261984725715,0.680777232719829,0.6362133210049699,0.68085118545989,0.6302980244960632,0.6734843448480596,0.6378835105674958,0.6799034617981924,0.636394214388093,0.6725877299933359,0.24276193163415433,0.2251369153878359,0.2390644523233904,0.23967452218644733,0.252156475775675,0.27511963494699965
0.655,0.655,0.655,0.0360435875943002,0.83,0.83,0.83,0.6658476658476659,0.6463325249426883,0.7179465565735819,0.649850923448604,0.7148400394524743,0.647631861504137,0.7000081692708345,0.6361529542908019,0.7081638369203181,0.6542218370731082,0.7129242037287411,0.655755701676862,0.7113737845420165,0.6439956562580613,0.7022633433160274,0.6509008919457834,0.7046737226083555,0.6526948745176396,0.7058638058860603,0.24664358308109208,0.25644464783868626,0.24240168926962094,0.2732935451941906,0.2385444144317192,0.30036800534751146
0.63,0.63,0.63,0.0618661257606489,0.88,0.88,0.88,0.7549019607843137,0.6448911701259556,0.7212133613365299,0.6492221172542857,0.7161786387329578,0.6455322109465483,0.7055439675859757,0.6340589024378155,0.7066030921992764,0.6517889639254368,0.7118620353725743,0.6477991284118384,0.712589517354883,0.643428825341889,0.703848079852643,0.650883081414557,0.7074544564814632,0.6482370116967339,0.7079066737636067,0.25345763562230444,0.250570398782158,0.2494978007014924,0.26608613858475083,0.2498734048948175,0.3008324709721675
0.585,0.585,0.585,0.0742806156591567,0.87,0.87,0.87,0.7241086587436333,0.6513867444537671,0.7213383267871546,0.6571844693023624,0.7169168571453037,0.6434293722309429,0.7101912530090215,0.637922025681877,0.7048584390916588,0.6579114412061544,0.7102859727086718,0.6533703682263253,0.7116823192138351,0.6488677309097688,0.7095771714753389,0.6573167250564238,0.7070719736486554,0.6525015557097723,0.7066168857213102,0.25482628424560255,0.2647197346079919,0.25198527279360056,0.2727781857620329,0.24962724279208737,0.3013429158126537
0.585,0.585,0.585,0.0742806156591567,0.86,0.86,0.86,0.685251798561151,0.6801221764790443,0.702323522730309,0.6809711215549638,0.6915432925078273,0.6785634717541547,0.6765015694970914,0.6742287924789274,0.6791596208911835,0.6824175627743478,0.6877887410231953,0.6874578744878337,0.6838795402239349,0.6797054567993679,0.6699921843942833,0.6840719599254161,0.6862048314988721,0.6826320208542,0.6846152451160898,0.27946638925853534,0.2826037623480798,0.2947968267930487,0.2866433625121521,0.27734762197707774,0.30497680294638807
0.615,0.615,0.615,0.0835515353487266,0.79,0.79,0.79,0.5514258250560717,0.6736485116925629,0.6731575197493547,0.6745415790641563,0.6724137583932097,0.6653516256236944,0.6487009460514485,0.6642076987440719,0.6570613028199426,0.6764922626419902,0.6637613927613661,0.6759075287043622,0.6648183964078612,0.6737526545039328,0.6394567796297326,0.6749583265153098,0.6564247381698644,0.6717588817658208,0.6532732651207797,0.2687259900198884,0.2394291295239534,0.2732456090415919,0.2540078872877258,0.26713442378494334,0.28731826649967723
0.725,0.725,0.725,0.1316703504894222,0.735,0.735,0.735,0.4456066945606693,0.6676848103974262,0.6665788229664794,0.6791081411768888,0.6552023137440518,0.6670101211832219,0.6348306103087971,0.6684033542945116,0.6343471986049168,0.683060967550375,0.6430946316616681,0.6731801845452225,0.6411389501509568,0.671747390940575,0.6374423271801853,0.6811754433868704,0.6445866068150599,0.6726558207917142,0.6396316937997828,0.2645318527436299,0.2386528259771831,0.28212545609600026,0.24438043571623594,0.2714121384931438,0.27390315454673375
0.66,0.66,0.66,0.1000529380624669,0.725,0.725,0.725,0.3967975433209038,0.6674236495047704,0.6961940793150828,0.6740008486006107,0.6921417947108262,0.6743971807727038,0.6812650932368851,0.6709734300804218,0.6765004443789349,0.6804037661297547,0.6821291138837218,0.6722563556632716,0.6835553264003876,0.6683521420094564,0.6768010942139071,0.6755026975004281,0.6816917004610117,0.6703446133626851,0.6796008957076891,0.2472569867032173,0.24191066481364654,0.2597785249696757,0.2447345125386012,0.26418904390643083,0.2733927097062475
0.62,0.62,0.62,0.08521906596052,0.725,0.725,0.725,0.358974358974359,0.6733022037469529,0.6922630727365577,0.6784898820020722,0.6903183931072137,0.6783313170313306,0.6752729440215153,0.6814170098009575,0.6789687174591933,0.6837777926888231,0.6809279256498257,0.6763170493203595,0.677847848165199,0.6758340442619402,0.6780883616282118,0.6802464683491115,0.6777464538223408,0.6840688126534343,0.6777125409037776,0.26207914721912773,0.2286234050540099,0.2722670533240381,0.24195524771699556,0.27687908064764455,0.2733927097062475
0.625,0.625,0.625,0.0465293668954995,0.7,0.7,0.7,0.3194192377495463,0.6763781369411798,0.6904542399721073,0.6763379647601757,0.6897409026510982,0.6755756418769284,0.6787662412005752,0.6803943138155556,0.6763003791112306,0.6834465820278868,0.6822807381939511,0.6794830866650934,0.6767244671009628,0.6752019592202817,0.6769479001884947,0.6779153806589594,0.671997931106266,0.6813505106882347,0.6806918180854672,0.27939489019203473,0.25318247266661,0.2794948109434804,0.2508620396701721,0.2743520690636726,0.27390315454673375
0.695,0.695,0.695,0.0813253012048194,0.705,0.705,0.705,0.3319746376811594,0.6742959362502665,0.6932961017537423,0.6735140885531498,0.6916430545341791,0.6738925402972231,0.6743463190957916,0.6762922254733725,0.6762164094298818,0.6808925406808154,0.6804121914281608,0.67462390721331,0.6788195405396454,0.6769116875088605,0.6728622641167444,0.6740952569204148,0.6779867430421318,0.6786080434222277,0.67907473641676,0.27323974669229234,0.23527032836843104,0.2674415883573715,0.2435671628871733,0.2656567057157377,0.2733927097062475
0.735,0.735,0.735,0.1376505043931011,0.665,0.665,0.665,0.3001880091915605,0.6600180675928289,0.6699479410989079,0.6696003248058263,0.6570935320024137,0.6525389102367114,0.6411571585183719,0.6572033144362222,0.6411639439741963,0.6773054882453984,0.6494863284330777,0.6585953555066331,0.6473797528094677,0.6600708016929105,0.6528457159650619,0.6726617867020689,0.6587245177693619,0.6613832604846853,0.6473379598066439,0.2520902341664329,0.24149890793424555,0.2595971521941714,0.24916405565075883,0.2484002682833337,0.27660499025262814
0.645,0.645,0.645,0.0941566726205663,0.69,0.69,0.69,0.3389487152148416,0.6804232139966727,0.7021985572796843,0.68492367078743,0.6908348039133178,0.6831185200086022,0.6672080550675751,0.6747935808898798,0.6650789411559498,0.6867257440567053,0.6816887728373002,0.6909431123998192,0.6821944454994752,0.6816064078862825,0.6723345081591903,0.6841355998922166,0.681499352532396,0.6834118525105449,0.6757129594683963,0.2557254145151814,0.263769887028606,0.2617704819602744,0.2809188706996567,0.2553686290318767,0.3040447515185481
0.61,0.61,0.61,0.1255605381165918,0.775,0.775,0.775,0.3904091032240584,0.6784466983171823,0.6716900800013956,0.6752996971635441,0.6680129241111554,0.6704140553064514,0.6364367465903019,0.6679109229541214,0.648366213511987,0.677769898774523,0.6602982159646044,0.6758815659452193,0.6627503825146682,0.6768427023816552,0.6436931344391292,0.6748423362371194,0.6597062005444355,0.6712313073586876,0.6486396329374278,0.25477074662706695,0.2323221878522315,0.25247249562989077,0.25002777641344065,0.24916117295089618,0.28731826649967723
0.675,0.675,0.675,0.1961414790996786,0.715,0.715,0.715,0.1522903033908387,0.6653331976259169,0.6689874376411423,0.670781875054241,0.658671942436947,0.6590153307079686,0.6282712828056288,0.6566575471795141,0.6363606189697419,0.6748770352191307,0.6492345019640919,0.6616461267680187,0.6468591032003386,0.6636111533826783,0.6289371911002991,0.6731801128920719,0.6461289464814075,0.6617653509165199,0.6395566011723192,0.25490657561345953,0.2126446205316427,0.26437248210992575,0.23010903472831115,0.2596041503599378,0.2734488145932252
0.715,0.715,0.715,0.2286874154262517,0.66,0.66,0.66,0.085406859448554,0.6716919909235128,0.6937058029537695,0.6751316494471393,0.6922507915866489,0.6676361970276014,0.6681357224264951,0.6631771826083531,0.6772987580349406,0.6774647214906939,0.6826584772383913,0.669055819730002,0.6855184746006586,0.6683054946519739,0.662029445834701,0.6774328963323969,0.6758672545223112,0.6712588220003103,0.6746196729216903,0.2512550339783846,0.21523430910975577,0.25894578506193394,0.23318553777074003,0.2606017193604672,0.2734488145932252
0.695,0.695,0.695,0.1745602165087957,0.58,0.58,0.58,0.0619765494137354,0.6668943549949966,0.6984173346333383,0.673626048225609,0.7012518684374729,0.6670596392580687,0.6681790740358021,0.6607672869262642,0.6752464230996484,0.6767974123379347,0.6929400379440513,0.6652433760633908,0.6974969426468204,0.6670835028299331,0.6707138190762214,0.6744531346180076,0.68986804941168,0.6704378957586542,0.6747102120626056,0.2738122278612131,0.27142664390623056,0.28091879334179093,0.2837655682800121,0.27902268556993337,0.3064592817381228
0.61,0.61,0.61,0.1046831955922865,0.615,0.615,0.615,0.0582191780821916,0.658572264012375,0.6631714855245333,0.6657598503692101,0.6534111976820884,0.657992600149326,0.6259010296668668,0.6575586769487887,0.6344767199745133,0.6727754237579398,0.6385784737078493,0.6562986538857188,0.6401835038174197,0.6586739701840314,0.6237128656323258,0.6669151673844783,0.6413614974081078,0.6611389892834474,0.635306985987406,0.2747675920884689,0.2251444404732197,0.2760858068982363,0.22857371542569904,0.2830746895577076,0.2607687701555115
0.58,0.58,0.58,0.1527987897125567,0.655,0.655,0.655,0.0360435875943002,0.662863807989055,0.6796239971012431,0.6673639447940851,0.6815043320879494,0.6668454067083748,0.6648214206647878,0.667490232766871,0.67342106918561,0.6750202719229639,0.6683115760412242,0.6621449069609459,0.6790165778548729,0.6638473125232911,0.6529985272424244,0.6691655842096965,0.6678869607575164,0.6696808469693026,0.6693231555246619,0.2720210295012631,0.2831238003025257,0.2769856552604823,0.2959207624207732,0.27854997411595567,0.31856908536313094
0.59,0.59,0.59,0.1585428424833247,0.63,0.63,0.63,0.0618661257606489,0.6525877181432678,0.6783151843001722,0.6578810111561898,0.6768285094661274,0.6557727567211283,0.6584501801422014,0.6560099272171135,0.6651373718199651,0.6669833968932752,0.6620484153877638,0.6511907793259195,0.6701688095174803,0.6535875596856303,0.6534255486437901,0.6628288356603262,0.6581227114956932,0.656428870358768,0.6571674159341422,0.2669421609680111,0.25078331188693564,0.2590946393032475,0.26854561833540286,0.26235867445674543,0.292949984912087
0.53,0.53,0.53,0.1442097596504006,0.585,0.585,0.585,0.0742806156591567,0.6433003203533448,0.6524542912007725,0.6524458831672653,0.6467678398952409,0.645354058236409,0.6154108163613203,0.6490157962761801,0.626069390044367,0.6669833968932752,0.6314445569322946,0.6408764564839229,0.6401602106099211,0.6474691063123108,0.6249506787279299,0.6601537898438551,0.6345256389459594,0.6444815324059711,0.6311006795613187,0.26296572091757253,0.2618560408303662,0.2606726551827544,0.26603009533336885,0.262561797256365,0.2953004929516777
0.5,0.5,0.5,0.1184767277856134,0.585,0.585,0.585,0.0742806156591567,0.6560476469809877,0.6460811906954923,0.6607592934276361,0.635890356384084,0.6486497855591712,0.6240636264311954,0.6584236775673442,0.62609853825438,0.6692336460431157,0.6231914125030271,0.6488282702225441,0.6256524965808391,0.6578162780676337,0.6129321299468917,0.666378547358439,0.6357814095366411,0.6538043750871843,0.6214308843483819,0.2837457443381633,0.2722811662421957,0.271704317188811,0.27844414957911107,0.269949483328543,0.30057412613078216
0.44,0.44,0.44,0.10828025477707,0.615,0.615,0.615,0.0835515353487266,0.6763383434433354,0.7015553319901469,0.683999721523318,0.6988808614581916,0.6713685681880703,0.6743647094942131,0.6786773699227662,0.6843731767543659,0.6900007110688464,0.689743265323431,0.6802689788436969,0.6791476834465898,0.6787903286214857,0.6768980705234364,0.688543585808547,0.6925213661451867,0.6844783233974652,0.6842543073867691,0.28624883721434313,0.3334433620645679,0.28216093751411614,0.32754854689626184,0.2820586845841481,0.33901501910457793
0.5,0.5,0.5,0.1741679742340408,0.725,0.725,0.725,0.1316703504894222,0.7062091347493092,0.6941635889275914,0.706707431667602,0.6929404816539578,0.7195562066401648,0.6931984410575456,0.7104795242307304,0.7146046065582582,0.713028564535899,0.6926872600303124,0.7120742545032581,0.6944789464202706,0.7105491158472051,0.6935764809322009,0.7106613472303978,0.6982642177480083,0.7190525691608977,0.7092841619457939,0.3887827169936363,0.4267871242880669,0.3915271999720145,0.43790130827058726,0.3952074872543601,0.44312030156816745
0.59,0.59,0.59,0.2724691686629403,0.66,0.66,0.66,0.1000529380624669,0.6973520711455988,0.7550214093671557,0.6992172162387145,0.7618161303077194,0.7018828869847274,0.7510022876210705,0.6988931150587248,0.758429233171598,0.7051449839289516,0.7527774909262512,0.6983421239838234,0.747321042491338,0.706592280002322,0.7504421278975941,0.7011069620016142,0.7499230402001387,0.7071950479774951,0.7551679189199323,0.4610710357768392,0.5049188283528164,0.4405840636603301,0.5070936887527704,0.4477743300579407,0.5135789209647674
0.645,0.645,0.645,0.3279060961756909,0.62,0.62,0.62,0.08521906596052,0.6745923001230665,0.7615508743148296,0.6799205759657659,0.7699227180147891,0.6856628826903574,0.7776050242051542,0.6742417295389753,0.7835876974872421,0.682267192947817,0.7690623071518496,0.678145371777882,0.7678626008169596,0.6823839722498733,0.7717014264877099,0.6785943529096061,0.7645395065078978,0.6863275204338993,0.7801112852809378,0.4132253512413973,0.5857123840883541,0.4157756766625919,0.5634955724069013,0.41610328471315483,0.5494823864464291
0.72,0.72,0.72,0.4080338266384777,0.625,0.625,0.625,0.0465293668954995,0.7184443648568946,0.7152426319524339,0.711721745542656,0.7245748705936652,0.7302881507753012,0.7236402005405257,0.7172617400541735,0.7429302549640023,0.7150796289995847,0.729700195994876,0.7242813824722503,0.7282548270367658,0.7195234213267709,0.7472133938650081,0.7160695642147359,0.7333825944029555,0.7231176249279324,0.7435013887719507,0.4735360382062456,0.5418075635667052,0.472597434602642,0.5014285869640239,0.4734359225004868,0.49459099799202283
0.77,0.77,0.77,0.4843049327354261,0.695,0.695,0.695,0.0813253012048194,0.7261975924795109,0.7483768641335665,0.7227266105674139,0.76187270469741,0.7336912059324997,0.7682631781848516,0.7253599377399687,0.7802342541169179,0.7234712416910912,0.7647732658287947,0.7335262124275416,0.7587403133100687,0.7253349158507375,0.7629168871007123,0.7274335786031946,0.760255910866565,0.7385631046884702,0.7683199066420515,0.48504996360145636,0.559708287243394,0.4956464293841626,0.5235341505466843,0.4882582301896772,0.5104782991151626
0.765,0.765,0.765,0.4719101123595506,0.735,0.735,0.735,0.1376505043931011,0.7277304986857122,0.7402062407733818,0.7286677129685345,0.7476109647375607,0.7320690789774256,0.7501903908443959,0.7256722223015609,0.7482018823294496,0.729500101519544,0.7437727146815309,0.7305549130877216,0.7443384986793447,0.7304280533258569,0.753794145618526,0.7301489033859228,0.7456248707019847,0.7305988896337199,0.7484320355023762,0.49996652140950837,0.544303354553797,0.48528581172039903,0.5114361940687824,0.4829084535042746,0.49244983303069767
0.745,0.745,0.745,0.4603174603174603,0.645,0.645,0.645,0.0941566726205663,0.6981948044850638,0.7676062025841784,0.699994588150032,0.7823825069918184,0.7095170977818233,0.7772856163775393,0.7076330780997994,0.7873505045514428,0.7031113222034989,0.7802594898610088,0.7015703159165441,0.7863756782692743,0.700762445074167,0.7844065523431986,0.7025260090527721,0.781290081738953,0.7005875742051134,0.7848973582248672,0.48753145705762135,0.6131345774905671,0.47218525233961867,0.5861937184071943,0.47486927704675275,0.5722404263908333
0.735,0.735,0.735,0.3973163520582214,0.61,0.61,0.61,0.1255605381165918,0.6863064678803689,0.7074445923115585,0.6810148984026745,0.7126362127209324,0.6918812479556519,0.6982328594908137,0.6832182739594135,0.6853433210983627,0.6851876041962779,0.7099812317764423,0.690805853880306,0.7102101893576396,0.6867106100381472,0.6963773177670551,0.6792009564412802,0.7039320943399859,0.6875541360674208,0.7040410868074112,0.3577971652436026,0.3271171483033059,0.3634867658552118,0.3098189773960259,0.3599079762301731,0.3069573021368063
0.725,0.725,0.725,0.3529411764705882,0.675,0.675,0.675,0.1961414790996786,0.6947921787394192,0.6723904064783753,0.6984760315786339,0.6656344716109577,0.6935823125545139,0.6458083305041369,0.7013965655122482,0.6502263704332647,0.7026520384885108,0.6494461666192973,0.695757634539899,0.6475005330507607,0.697933163012988,0.6464200399056482,0.6989318351445939,0.6507842072724247,0.7013659211110345,0.6537217683169084,0.32380852368100266,0.2275717883752368,0.32042439717566956,0.24871001392118142,0.3104166087557577,0.2733927097062475
0.68,0.68,0.68,0.3149951835598844,0.715,0.715,0.715,0.2286874154262517,0.6861360919384218,0.6683775934354984,0.6876657109880255,0.6655325832333965,0.6856125008528221,0.6460299555622269,0.6879737352636964,0.6472445824596101,0.6868015629563883,0.6533037111588017,0.6854183746954405,0.6477820160802048,0.6872011212651326,0.647523623657026,0.6907886288333955,0.6510025511738783,0.6912063379104403,0.6488868721630847,0.2903776959681451,0.22712342048186865,0.2858815969416484,0.2445571654955532,0.2883579028076083,0.27229560377341144
0.61,0.61,0.61,0.2474674384949349,0.695,0.695,0.695,0.1745602165087957,0.6811111256136239,0.6732231910693466,0.6847023042870297,0.6681237458087922,0.6827015271147471,0.6556376528780608,0.6836196113139885,0.6512511819225969,0.6895469538938851,0.6574049405616412,0.6904221623139469,0.6517820585771203,0.6849016429161953,0.6537804722053944,0.6907582082939759,0.6534445606662612,0.689276906974799,0.658550001536705,0.28510925206625853,0.25399571258758485,0.2898814168864206,0.2467091912445438,0.2831925892574928,0.2728060486138977
0.685,0.685,0.685,0.3811394891944991,0.61,0.61,0.61,0.1046831955922865,0.715166446982585,0.7158860243770763,0.7118809140219687,0.7116740849116029,0.7197027792774853,0.7047069365163265,0.7106214496874204,0.6925386624252501,0.7123805670446464,0.7171094667367504,0.7216009073084562,0.7135353294562591,0.7166270915920897,0.7065266447260334,0.7165790271625719,0.7185917693441607,0.7247133821997702,0.7101728535591947,0.3782280332252591,0.3370944292989364,0.3977395378760641,0.3256546749990035,0.38505704349322556,0.3388952818625502
0.75,0.75,0.75,0.4889615699100572,0.58,0.58,0.58,0.1527987897125567,0.7261831354296179,0.7234231704691249,0.7247815029511077,0.7105264613884946,0.7150648384881282,0.7130751246432349,0.715012747777963,0.7026206904570267,0.7247742339851813,0.7149680630125848,0.7210199676959962,0.7147653735287012,0.7232779222458983,0.7174213034434384,0.7263330378698467,0.7186384930709779,0.716473981342872,0.7168749081327892,0.4214696418177169,0.3523774827419567,0.43292821509515295,0.3459007281644935,0.41522187063958105,0.36157721318165353
0.71,0.71,0.71,0.3723622984525484,0.59,0.59,0.59,0.1585428424833247,0.7023221755207155,0.6880283123717317,0.7030393156965835,0.6683294665685814,0.7023835554920346,0.6463106477094375,0.6933198245378724,0.650897835583526,0.7031316965380683,0.6611451070088199,0.7089519482399786,0.6607057967901703,0.7026946075799152,0.6539474065032865,0.7045345021529024,0.668313650608171,0.6988796327479067,0.6616149140501972,0.30000179686169254,0.2720062622225818,0.2935938226107512,0.2671318983931873,0.2848700070544977,0.3013429158126537
0.72,0.72,0.72,0.4004282655246253,0.53,0.53,0.53,0.1442097596504006,0.7276028571579282,0.6726151884105072,0.7192979048168057,0.6584848053849582,0.7184223591167951,0.6416991821844668,0.7198128560647162,0.6501388329911295,0.7138042961911599,0.6510773883068526,0.7264416844239998,0.6519256672284963,0.7211371035273222,0.6313418865665001,0.7154724225411494,0.6565701549649857,0.7176250504708346,0.6422340529321854,0.32209316751287936,0.23784219314338198,0.3288537957551539,0.24946679637304572,0.32065574180869655,0.28731826649967723
